range,mill,diff100m,eta
11800,89,,14.5
11900,90,,14.6
12000,90,,14.8
12100,91,,14.9
12200,92,,15.0
12300,93,,15.1
12400,94,,15.3
12500,94,,15.4
12600,95,,15.5
12700,96,,15.7
12800,97,,15.8
12900,97,-8.0,15.9
13000,98,-7.9,16.0
13100,99,-7.8,16.1
13200,100,-7.8,16.3
13300,100,-7.7,16.4
13400,101,-7.7,16.5
13500,102,-7.6,16.6
13600,103,-7.6,16.8
13700,103,-7.5,16.9
13800,104,-7.5,17.0
13900,105,-7.4,17.1
14000,106,-7.4,17.2
14100,107,-7.3,17.4
14200,107,-7.3,17.5
14300,108,-7.2,17.6
14400,109,-7.2,17.7
14500,110,-7.1,17.9
14600,110,-7.1,18.0
14700,111,-7.0,18.1
14800,112,-7.0,18.2
14900,113,-6.9,18.3
15000,113,-6.9,18.5
15100,114,-6.8,18.6
15200,115,-6.8,18.7
15300,116,-6.7,18.9
15400,117,-6.7,19.0
15500,117,-6.7,19.1
15600,118,-6.6,19.2
15700,119,-6.6,19.4
15800,120,-6.5,19.5
15900,120,-6.5,19.6
16000,121,-6.5,19.7
16100,122,-6.4,19.9
16200,123,-6.4,20.0
16300,123,-6.3,20.1
16400,124,-6.3,20.2
16500,125,-6.3,20.4
16600,126,-6.2,20.5
16700,127,-6.2,20.6
16800,127,-6.2,20.8
16900,128,-6.1,20.9
17000,129,-6.1,21.0
17100,130,-6.1,21.1
17200,130,-6.0,21.3
17300,131,-6.0,21.4
17400,132,-6.0,21.5
17500,133,-5.9,21.6
17600,134,-5.9,21.8
17700,134,-5.8,21.9
17800,135,-5.8,22.0
17900,136,-5.8,22.1
18000,137,-5.7,22.3
18100,137,-5.7,22.4
18200,138,-5.7,22.5
18300,139,-5.7,22.6
18400,140,-5.6,22.8
18500,141,-5.6,22.9
18600,141,-5.6,23.0
18700,142,-5.6,23.1
18800,143,-5.5,23.3
18900,144,-5.5,23.4
19000,144,-5.5,23.5
19100,145,-5.5,23.6
19200,146,-5.4,23.8
19300,147,-5.4,23.9
19400,148,-5.4,24.0
19500,148,-5.3,24.2
19600,149,-5.3,24.3
19700,150,-5.3,24.4
19800,151,-5.3,24.5
19900,151,-5.3,24.7
20000,152,-5.2,24.8
20100,153,-5.2,24.9
20200,154,-5.2,25.0
20300,155,-5.1,25.2
20400,155,-5.1,25.3
20500,156,-5.1,25.4
20600,157,-5.1,25.5
20700,158,-5.1,25.7
20800,159,-5.0,25.8
20900,159,-5.0,25.9
21000,160,-5.0,26.1
21100,161,-5.0,26.2
21200,162,-4.9,26.3
21300,163,-4.9,26.4
21400,163,-4.9,26.6
21500,164,-4.8,26.7
21600,165,-4.8,26.8
21700,166,-4.8,26.9
21800,166,-4.8,27.1
21900,167,-4.8,27.2
22000,168,-4.7,27.3
22100,169,-4.7,27.5
22200,170,-4.7,27.6
22300,170,-4.7,27.7
22400,171,-4.7,27.8
22500,172,-4.7,28.0
22600,173,-4.6,28.1
22700,174,-4.6,28.2
22800,174,-4.6,28.4
22900,175,-4.6,28.5
23000,176,-4.6,28.6
23100,177,-4.5,28.7
23200,178,-4.5,28.9
23300,178,-4.5,29.0
23400,179,-4.5,29.1
23500,180,-4.5,29.3
23600,181,-4.5,29.4
23700,181,-4.4,29.5
23800,182,-4.4,29.6
23900,183,-4.4,29.8
24000,184,-4.4,29.9
24100,184,-4.4,30.0
24200,185,-4.4,30.2
24300,186,-4.3,30.3
24400,187,-4.3,30.4
24500,188,-4.3,30.5
24600,188,-4.3,30.7
24700,189,-4.3,30.8
24800,190,-4.3,30.9
24900,191,-4.2,31.0
25000,192,-4.2,31.2
25100,193,-4.2,31.3
25200,194,-4.2,31.4
25300,194,-4.2,31.6
25400,195,-4.2,31.7
25500,196,-4.2,31.8
25600,197,-4.1,32.0
25700,198,-4.1,32.1
25800,199,-4.1,32.2
25900,199,-4.1,32.4
26000,200,-4.1,32.5
26100,201,-4.1,32.6
26200,202,-4.1,32.7
26300,203,-4.0,32.9
26400,203,-4.0,33.0
26500,204,-4.0,33.1
26600,205,-4.0,33.3
26700,206,-4.0,33.4
26800,207,-4.0,33.5
26900,207,-4.0,33.7
27000,208,-3.9,33.8
27100,209,-3.9,33.9
27200,210,-3.9,34.1
27300,211,-3.9,34.2
27400,212,-3.9,34.3
27500,212,-3.9,34.4
27600,213,-3.9,34.6
27700,214,-3.9,34.7
27800,215,-3.8,34.8
27900,216,-3.8,35.0
28000,216,-3.8,35.1
28100,217,-3.8,35.2
28200,218,-3.8,35.4
28300,219,-3.8,35.5
28400,220,-3.8,35.6
28500,221,-3.8,35.8
28600,221,-3.8,35.9
28700,222,-3.7,36.0
28800,223,-3.7,36.2
28900,224,-3.7,36.3
29000,225,-3.7,36.4
29100,225,-3.7,36.6
29200,226,-3.7,36.7
29300,227,-3.7,36.8
29400,228,-3.7,37.0
29500,229,-3.6,37.1
29600,230,-3.6,37.2
29700,231,-3.6,37.3
29800,231,-3.6,37.5
29900,232,-3.6,37.6
