range,mill,diff100m,eta
3200,91,,7.6
3300,94,,7.9
3400,96,,8.1
3500,99,,8.4
3600,102,,8.6
3700,105,,8.9
3800,108,,9.1
3900,111,,9.3
4000,114,,9.6
4100,117,-25.2,9.8
4200,120,-24.6,10.1
4300,122,-24.0,10.3
4400,125,-23.0,10.5
4500,128,-23.0,10.8
4600,131,-22.2,11.0
4700,134,-22.0,11.3
4800,137,-21.6,11.5
4900,140,-21.0,11.7
5000,143,-20.4,12.0
5100,146,-20.4,12.2
5200,149,-20.0,12.5
5300,152,-19.7,12.7
5400,155,-19.3,13.0
5500,158,-19.0,13.2
5600,161,-18.7,13.5
5700,164,-18.3,13.7
5800,167,-18.0,14.0
5900,170,-17.8,14.2
6000,173,-17.5,14.4
6100,176,-17.4,14.7
6200,179,-17.0,15.0
6300,182,-16.7,15.2
6400,185,-16.5,15.5
6500,188,-16.5,15.7
6600,191,-16.0,16.0
6700,194,-15.8,16.2
6800,197,-15.8,16.5
6900,200,-15.4,16.7
7000,203,-15.2,17.0
7100,206,-15.2,17.2
7200,209,-14.8,17.5
7300,212,-14.4,17.7
7400,215,-14.4,18.0
7500,218,-14.4,18.2
7600,221,-14.1,18.5
7700,224,-13.9,18.8
7800,228,-13.7,19.0
7900,231,-13.6,19.3
8000,234,-13.5,19.6
8100,237,-13.5,19.8
8200,240,-13.4,20.0
8300,243,-13.0,20.3
8400,246,-12.9,20.6
8500,250,-12.8,20.8
8600,253,-12.7,21.1
8700,256,-12.5,21.3
8800,259,-12.4,21.6
8900,263,-12.3,21.9
9000,266,-12.2,22.1
9100,269,-12.0,22.4
9200,272,-12.0,22.7
9300,276,-11.9,22.9
9400,279,-11.7,23.2
9500,282,-11.7,23.5
9600,286,-11.6,23.7
9700,289,-11.4,24.0
9800,292,-11.4,24.3
9900,296,-11.3,24.6
10000,299,-11.3,24.8
10100,302,-11.2,25.1
10200,306,-11.0,25.4
10300,309,-11.0,25.7
10400,313,-10.9,25.9
10500,316,-10.8,26.2
10600,320,-10.7,26.5
10700,323,-10.7,26.8
10800,327,-10.3,27.0
10900,330,-10.0,27.3
11000,333,-10.0,27.6
11100,337,-10.0,27.9
11200,341,-10.0,28.2
11300,344,-10.0,28.5
11400,348,-10.0,28.8
11500,352,-10.1,29.0
11600,355,-10.1,29.3
11700,359,-10.1,29.6
11800,363,-10.0,29.9
11900,367,-10.0,30.2
12000,370,-9.9,30.5
12100,374,-9.8,30.7
12200,378,-9.8,31.1
12300,382,-9.8,31.4
12400,386,-9.7,31.7
12500,390,-9.7,32.0
12600,393,-9.7,32.3
12700,397,-9.6,32.6
12800,401,-9.6,33.0
12900,405,-9.6,33.3
13000,409,-9.5,33.6
13100,414,-9.5,34.0
13200,418,-9.5,34.2
13300,422,-9.5,34.5
13400,426,-9.5,34.9
13500,430,-9.4,35.2
13600,435,-9.4,35.5
13700,439,-9.4,35.8
13800,443,-9.4,36.2
13900,448,-9.4,36.5
14000,452,-9.4,36.8
14100,457,-9.4,37.2
14200,461,-9.4,37.5
14300,466,-9.4,37.9
14400,470,-9.4,38.2
14500,475,-9.4,38.6
14600,480,-9.4,38.9
14700,485,-9.3,39.3
14800,490,-9.4,39.7
14900,494,-9.4,40.0
15000,500,-9.5,40.4
15100,505,-9.5,40.8
15200,510,-9.5,41.2
15300,515,-9.6,41.6
15400,520,-9.6,42.0
15500,526,-9.7,42.4
15600,531,-9.7,42.8
15700,537,-9.8,43.2
15800,543,-9.8,43.6
15900,549,-9.9,44.0
16000,555,-10.0,44.5
16100,561,-10.1,44.9
16200,567,-10.4,45.4
16300,574,-10.3,45.8
16400,580,-10.4,46.3
16500,587,-10.6,46.8
16600,594,-10.8,47.3
16700,602,-11.0,47.8
16800,609,-11.4,48.4
16900,617,-11.4,48.9
17000,625,-11.7,49.4
17100,634,-12.0,49.9
17200,643,-12.0,50.6
17300,652,-12.9,51.3
17400,663,-13.4,52.1
17500,674,-14.3,52.7
17600,686,-15.3,53.5
17700,698,-16.6,54.4
17800,715,-18.6,55.4
17900,734,-22.1,56.6
18000,761,-30.4,58.3
